MPI_Send,524288,90.436373,6.688443e-03
MPI_Recv,524288,90.436373,1.911383e-02
MPI_Send,524288,90.462191,5.619209e-03
MPI_Recv,524288,90.462191,1.686002e-02
MPI_Send,524288,90.484676,6.115630e-03
MPI_Recv,524288,90.484676,1.748081e-02
MPI_Send,524288,90.508279,5.796737e-03
MPI_Recv,524288,90.508279,1.685776e-02
MPI_Send,524288,90.530940,5.560938e-03
MPI_Recv,524288,90.530940,1.719300e-02
MPI_Send,524288,90.553700,5.740895e-03
MPI_Recv,524288,90.553700,1.693952e-02
MPI_Send,524288,90.576387,5.580394e-03
MPI_Recv,524288,90.576387,1.712497e-02
MPI_Send,524288,90.599098,5.731015e-03
MPI_Recv,524288,90.599098,1.713425e-02
MPI_Send,524288,90.621970,6.672894e-03
MPI_Recv,524288,90.621970,1.742510e-02
MPI_Send,524288,90.646074,5.713113e-03
MPI_Recv,524288,90.646074,1.717690e-02
MPI_Send,16384,90.669013,3.029030e-04
MPI_Recv,16384,90.669013,8.445460e-04
MPI_Send,16384,90.670166,3.049640e-04
MPI_Recv,16384,90.670166,9.735480e-04
MPI_Send,16384,90.671451,3.040340e-04
MPI_Recv,16384,90.671451,9.414660e-04
MPI_Send,16384,90.672702,3.185260e-04
MPI_Recv,16384,90.672702,9.598920e-04
MPI_Send,16384,90.673986,3.048510e-04
MPI_Recv,16384,90.673986,9.435310e-04
MPI_Send,16384,90.675241,3.043720e-04
MPI_Recv,16384,90.675241,9.740510e-04
MPI_Send,16384,90.676525,3.172480e-04
MPI_Recv,16384,90.676525,9.297730e-04
MPI_Send,16384,90.677778,3.044800e-04
MPI_Recv,16384,90.677778,9.743340e-04
MPI_Send,16384,90.679063,3.045860e-04
MPI_Recv,16384,90.679063,9.385720e-04
MPI_Send,16384,90.680311,3.034960e-04
MPI_Recv,16384,90.680311,9.844170e-04
MPI_Send,32768,90.681649,5.811940e-04
MPI_Recv,32768,90.681649,1.277352e-03
MPI_Send,32768,90.683513,5.798650e-04
MPI_Recv,32768,90.683513,1.281492e-03
MPI_Send,32768,90.685381,5.806260e-04
MPI_Recv,32768,90.685381,1.310339e-03
MPI_Send,32768,90.687278,5.805900e-04
MPI_Recv,32768,90.687278,1.308138e-03
MPI_Send,32768,90.689172,5.815740e-04
MPI_Recv,32768,90.689172,1.313825e-03
MPI_Send,32768,90.691074,5.792710e-04
MPI_Recv,32768,90.691074,1.285709e-03
MPI_Send,32768,90.692945,5.810020e-04
MPI_Recv,32768,90.692945,1.314447e-03
MPI_Send,32768,90.694846,5.804860e-04
MPI_Recv,32768,90.694846,1.275400e-03
MPI_Send,32768,90.696708,5.985320e-04
MPI_Recv,32768,90.696708,1.294184e-03
MPI_Send,32768,90.698607,5.813960e-04
MPI_Recv,32768,90.698607,1.287084e-03
MPI_Send,131072,90.700525,2.798603e-03
MPI_Recv,131072,90.700525,3.780144e-03
MPI_Send,131072,90.707110,2.409469e-03
MPI_Recv,131072,90.707110,3.703934e-03
MPI_Send,131072,90.713229,2.417197e-03
MPI_Recv,131072,90.713229,3.816587e-03
MPI_Send,131072,90.719469,2.414390e-03
MPI_Recv,131072,90.719469,3.657484e-03
MPI_Send,131072,90.725548,2.417078e-03
MPI_Recv,131072,90.725548,3.894604e-03
MPI_Send,131072,90.731865,2.421247e-03
MPI_Recv,131072,90.731865,3.711892e-03
MPI_Send,131072,90.738005,2.414591e-03
MPI_Recv,131072,90.738005,3.679407e-03
MPI_Send,131072,90.744105,2.411756e-03
MPI_Recv,131072,90.744105,3.675947e-03
MPI_Send,131072,90.750199,2.420108e-03
