MPI_Recv,524288,0.069292,1.236305e-02
MPI_Recv,524288,0.119885,1.214842e-02
MPI_Recv,524288,0.170133,1.125372e-02
MPI_Recv,524288,0.219574,1.495440e-02
MPI_Recv,524288,0.272647,1.172191e-02
MPI_Recv,524288,0.322539,1.962530e-02
MPI_Recv,524288,0.380712,1.159337e-02
MPI_Recv,524288,0.431699,1.163494e-02
MPI_Recv,524288,0.478653,1.171757e-02
MPI_Recv,524288,0.525717,1.149473e-02
MPI_Recv,16384,0.562009,1.015890e-04
MPI_Recv,16384,0.573839,9.813700e-05
MPI_Recv,16384,0.585664,9.908800e-05
MPI_Recv,16384,0.597486,1.016330e-04
MPI_Recv,16384,0.609312,9.623700e-05
MPI_Recv,16384,0.621133,1.014970e-04
MPI_Recv,16384,0.632962,9.817000e-05
MPI_Recv,16384,0.644788,9.895700e-05
MPI_Recv,16384,0.656607,1.031090e-04
MPI_Recv,16384,0.668450,1.005750e-04
MPI_Recv,32768,0.673236,1.027750e-04
MPI_Recv,32768,0.675848,1.038460e-04
MPI_Recv,32768,0.678460,1.038200e-04
MPI_Recv,32768,0.681073,1.016530e-04
MPI_Recv,32768,0.683683,1.049240e-04
MPI_Recv,32768,0.686293,1.069300e-04
MPI_Recv,32768,0.688911,1.042470e-04
MPI_Recv,32768,0.691523,1.020790e-04
MPI_Recv,32768,0.694137,1.044490e-04
MPI_Recv,32768,0.696752,6.265400e-05
MPI_Recv,131072,0.712906,3.079419e-03
MPI_Recv,131072,0.724625,3.216313e-03
MPI_Recv,131072,0.736430,3.022138e-03
MPI_Recv,131072,0.748092,3.218534e-03
MPI_Recv,131072,0.759926,3.002578e-03
MPI_Recv,131072,0.771705,3.222129e-03
MPI_Recv,131072,0.783543,3.043889e-03
MPI_Recv,131072,0.795307,3.012361e-03
MPI_Recv,131072,0.807042,3.014969e-03
MPI_Recv,131072,0.818925,3.073559e-03
MPI_Recv,524288,0.875157,1.128232e-02
MPI_Recv,524288,0.913060,1.142784e-02
MPI_Recv,524288,0.951089,1.118883e-02
MPI_Recv,524288,0.988857,1.119831e-02
MPI_Recv,524288,1.026709,1.109480e-02
MPI_Recv,524288,1.064477,1.136162e-02
MPI_Recv,524288,1.102707,1.111247e-02
MPI_Recv,524288,1.140613,1.155462e-02
MPI_Recv,524288,1.182137,1.119663e-02
MPI_Recv,524288,1.223343,1.128606e-02
MPI_Recv,1,1.251808,1.038800e-05
MPI_Recv,1,1.257691,2.101600e-05
MPI_Recv,1,1.263619,2.070000e-05
MPI_Recv,1,1.269548,2.077600e-05
MPI_Recv,1,1.275479,2.058100e-05
MPI_Recv,1,1.281405,2.063500e-05
MPI_Recv,1,1.287334,2.059200e-05
MPI_Recv,1,1.293261,2.076300e-05
MPI_Recv,1,1.299192,2.070800e-05
MPI_Recv,1,1.305119,2.065200e-05
MPI_Recv,131072,1.320020,3.049138e-03
MPI_Recv,131072,1.331718,3.008128e-03
MPI_Recv,131072,1.343454,2.997178e-03
MPI_Recv,131072,1.355097,2.994256e-03
MPI_Recv,131072,1.366716,2.998885e-03
MPI_Recv,131072,1.378363,3.021633e-03
